id,intent,spelling,link,0,1,2,is_attack
275,0.550671036,0.39346934,0,0.960081398,0.019983958,0.01993457,1
276,0.939189937,0.77686984,0,0.932526529,0.033788562,0.033684876,1
277,0.798103482,0.39346934,0,0.932714045,0.033691462,0.0335945,1
278,0,0.39346934,0,0.938773751,0.030668532,0.030557703,1
279,0,0.632120559,0,0.93277061,0.033670954,0.033558477,1
280,0.996302136,0.77686984,0,0.902206182,0.048986841,0.048806928,1
281,0.698805788,0.39346934,0,0.925456107,0.037345443,0.03719851,0
282,0.864664717,0.632120559,0,0.924901128,0.037622873,0.037475925,1
283,0.698805788,0.77686984,0,0.964505196,0.01777681,0.017718023,0
284,0,0,0,0.93877387,0.030668436,0.03055769,0
285,0.864664717,0.77686984,0,0.932878196,0.033621892,0.033499874,0
286,0,0.632120559,0,0.94401592,0.028027982,0.027956089,1
287,0.550671036,0.77686984,0,0.954875052,0.022595214,0.022529744,1
288,0,0.39346934,0,0.943944812,0.028076049,0.027979136,1
289,0.864664717,0.39346934,0,0.938739419,0.030676119,0.030584494,1
290,0,0,0,0.925385356,0.037381366,0.037233282,1
291,0.959237796,0.77686984,0,0.915956497,0.04209559,0.041947953,1
292,0.550671036,0.39346934,0,0.952016532,0.024032082,0.023951335,0
293,0.864664717,0.632120559,0,0.943945885,0.028069342,0.02798477,1
294,0.550671036,0.632120559,0,0.939039528,0.030543121,0.030417403,0
295,0.550671036,0,0,0.948152959,0.025963891,0.025883179,0
296,0,0.632120559,0,0.960371852,0.019848056,0.019780051,0
297,0.798103482,0,0,0.925310791,0.037414327,0.037274905,1
298,0.550671036,0.632120559,0,0.947961152,0.026056096,0.025982717,1
299,0.909282047,0.864664717,0,0.925512195,0.037331574,0.037156254,1
300,0.864664717,0.77686984,0,0.932356119,0.033881344,0.033762518,1
301,0.98772266,0.632120559,0,0.943771899,0.028155645,0.028072441,1
302,0.959237796,0.39346934,0,0.955146849,0.022463791,0.022389334,1
303,0,0.39346934,0,0.938872576,0.030609,0.030518362,1
304,0.909282047,0.632120559,0,0.960371971,0.019847991,0.019780049,1
305,0.550671036,0.39346934,0,0.925455451,0.037346005,0.037198555,0
306,0.798103482,0.632120559,0,0.914509952,0.042811077,0.042678975,1
307,0.98772266,0.864664717,0,0.925392091,0.037386365,0.037221611,1
308,0.909282047,0.632120559,0.99,0.938872576,0.030609006,0.030518364,1
309,0.550671036,0.632120559,0,0.951869786,0.024098486,0.024031753,1
310,0,0.632120559,0,0.943968117,0.028058788,0.027973101,0
311,0.550671036,0.77686984,0,0.925383925,0.037384398,0.037231673,1
312,0.550671036,0,0,0.938830137,0.030642558,0.030527283,1
313,0.959237796,0.39346934,0,0.960515797,0.019773042,0.019711103,1
314,0,0.632120559,0,0.955178857,0.022451669,0.022369493,0
315,0.550671036,0,0,0.955224454,0.022425072,0.022350444,1
316,0.864664717,0.39346934,0,0.948162735,0.025952814,0.025884455,1
317,0,0,0,0.915720522,0.042221326,0.042058162,1
318,0.798103482,0,0,0.938818634,0.03065086,0.03053054,1
319,0.798103482,0.77686984,0,0.951893985,0.024093034,0.024012981,1
320,0.698805788,0.39346934,0,0.954806149,0.022632319,0.022561548,0
321,0,0.39346934,0,0.904059649,0.048064604,0.047875755,1
322,0.550671036,0.39346934,0,0.925391316,0.037386946,0.037221737,0
323,0.909282047,0.917915001,0,0.955178857,0.022451678,0.022369497,1
324,0.698805788,0.632120559,0,0.903960943,0.04810955,0.047929525,1
325,0.981684361,0.864664717,0,0.955049098,0.022508033,0.022442864,1
326,0.909282047,0.632120559,0,0.932460546,0.033825461,0.033714004,1
327,0.981684361,0.632120559,0,0.962491333,0.01878323,0.01872549,1
328,0.996302136,0.77686984,0,0.932798266,0.033667315,0.033534426,1
329,0.98772266,0.864664717,0.57,0.916008711,0.042072207,0.041919079,1
330,0.909282047,0.632120559,0,0.92466265,0.037714005,0.037623316,1
331,0.98772266,0.632120559,0,0.960515916,0.019773003,0.019711101,1
332,0.550671036,0.632120559,0,0.904059231,0.048064929,0.047875807,0
333,0,0.917915001,0,0.943663239,0.028210092,0.028126685,1
334,0,0.864664717,0,0.932906985,0.033613358,0.033479691,1
335,0.909282047,0.864664717,0.99,0.938927293,0.030595886,0.030476801,1
336,0.939189937,0.632120559,0,0.932844639,0.033644546,0.033510815,1
337,0.864664717,0.632120559,0,0.943947315,0.028068796,0.027983954,1
338,0.909282047,0.632120559,0,0.932662904,0.033724729,0.033612352,1
339,0.909282047,0.39346934,0,0.957948685,0.021061417,0.020989904,1
340,0.550671036,0,0,0.943938911,0.028075255,0.027985781,0
341,0.550671036,0.39346934,0,0.962491751,0.018782895,0.018725377,0
342,0.550671036,0,0,0.962401986,0.018830566,0.018767467,1
343,0.550671036,0.39346934,0,0.952005804,0.024037872,0.023956314,1
344,0.939189937,0.864664717,0,0.9253847,0.037383638,0.037231702,1
345,0.698805788,0.632120559,0,0.943938911,0.028075302,0.027985785,1
346,0.909282047,0.917915001,0,0.932954192,0.033589348,0.033456486,1
347,0.550671036,0.77686984,0,0.932940423,0.033596285,0.033463284,1
348,0.972676278,0.39346934,0,0.925133884,0.037497178,0.037368957,1
349,0.939189937,0,0,0.943956196,0.0280581,0.027985744,1
350,0.798103482,0.77686984,0,0.95514673,0.02246397,0.022389336,1
351,0.550671036,0.39346934,0,0.9438501,0.028118871,0.028031016,0
352,0,0.632120559,0,0.943014681,0.02853171,0.028453654,1
353,0.550671036,0,0,0.915720582,0.042221252,0.042058177,0
354,0.550671036,0,0,0.925391018,0.037387315,0.037221726,0
355,0.550671036,0,0,0.925162733,0.037473939,0.037363317,1
356,0,0,0,0.925383329,0.037384849,0.037231795,0
357,0.550671036,0,0,0.938818634,0.030650847,0.030530553,0
358,0.909282047,0.39346934,0,0.932357192,0.033880655,0.033762176,1
359,0.996302136,0,0,0.943968058,0.028058868,0.027973097,1
360,0,0.981684361,0.39,0.962544084,0.018752573,0.018703377,0
361,0.972676278,0.39346934,0,0.955082357,0.022492414,0.022425223,1
362,0.798103482,0.632120559,0,0.925527811,0.037306275,0.037165876,0
363,0.798103482,0.77686984,0,0.955000818,0.022531696,0.022467526,1
364,0,0.77686984,0,0.943771541,0.028156059,0.028072452,0
365,0,0.77686984,0,0.938929975,0.030582406,0.030487668,1
366,0.972676278,0.632120559,0,0.960480154,0.019790376,0.019729484,1
367,0,0.77686984,0,0.951847196,0.024111232,0.024041537,1
368,0.939189937,0.632120559,0,0.957626462,0.0212202,0.021153394,1
369,0.909282047,0.864664717,0.99,0.932915568,0.033616833,0.033467535,1
370,0,0,0,0.943938911,0.028075282,0.027985798,1
371,0.550671036,0,0,0.932794809,0.033672478,0.033532687,0
372,0.972676278,0.39346934,0,0.964303315,0.017872468,0.017824214,1
373,0.698805788,0,0,0.93904227,0.030538071,0.030419717,0
374,0,0.77686984,0,0.887739122,0.056218073,0.056042749,0
375,0.909282047,0.632120559,0,0.915258825,0.042431373,0.042309813,1
376,0.698805788,0,0,0.955187619,0.022447182,0.022365211,1
377,0.798103482,0.39346934,0,0.925527036,0.037307028,0.037165917,1
378,0.909282047,0,0,0.904203951,0.047994219,0.047801826,0
379,0,0.77686984,0,0.948362231,0.025870103,0.025767673,0
380,0.864664717,0.632120559,0,0.93877387,0.03066849,0.030557692,1
381,0,0.632120559,0,0.925382555,0.037385609,0.037231866,0
382,0.972676278,0.632120559,0,0.932890356,0.033616737,0.033492945,1
383,0.909282047,0.632120559,0,0.925392807,0.037385613,0.037221603,1
384,0,0.77686984,0,0.938999176,0.030558174,0.030442661,0
385,0.909282047,0.77686984,0.99,0.925527692,0.037306417,0.03716588,1
386,0.864664717,0.632120559,0,0.94836241,0.025869943,0.025767675,1
387,0.972676278,0,0,0.955226481,0.022425458,0.022348039,1
388,0.550671036,0.632120559,0,0.951973379,0.024051866,0.023974773,1
389,0.972676278,0,0,0.943013132,0.028532755,0.028454058,1
390,0.550671036,0.632120559,0,0.948361754,0.025870515,0.025767758,1
391,0,0.39346934,0,0.925377011,0.037383862,0.037239082,1
392,0.98772266,0.77686984,0,0.915770829,0.042176772,0.042052373,1
393,0,0.632120559,0,0.9042027,0.047995493,0.047801845,1
394,0.550671036,0.39346934,0,0.955082297,0.022492511,0.022425199,1
395,0.698805788,0.39346934,0,0.955178857,0.022451682,0.022369495,0
396,0.959237796,0.39346934,0,0.943771541,0.028155979,0.028072456,1
397,0,0.39346934,0,0.932766914,0.033674087,0.03355905,1
398,0.550671036,0.39346934,0,0.925384045,0.037384156,0.037231751,0
399,0.798103482,0.77686984,0,0.938739479,0.030676113,0.030584399,1
400,0.550671036,0.39346934,0,0.95514667,0.022463951,0.022389363,0
401,0.909282047,0.864664717,0.99,0.932776153,0.033676662,0.033547126,1
402,0.909282047,0.77686984,0,0.943956196,0.028058104,0.027985746,1
403,0.939189937,0.39346934,0,0.938568711,0.030768398,0.030662874,1
404,0,0.77686984,0,0.925311208,0.037413623,0.037275199,0
